TaskID,StartTime,TaskFileSize,TaskOutputFileSize,TaskFileLength,UserLatitude,UserLongitude,DataCenterLatitude,DataCenterLongitude,DistanceFromDataCenter,DataCenterCpuCost,DataCenterRamCost,DataCenterStorageCost,DataCenterBwCost,DataCenterTotalLoad,NetworkDelay,CET,ObjectiveFunction,DataCenterID
672,118.87934579439246,48,20,81,-87.02469699625408,68.93492906445258,-77.10527729291653,94.68842319072581,1144.0,50.0,22.0,27.0,16.0,3369.0,3.47,23.64,2369.94,4
673,104.77595041322313,16,20,76,1.6588444984769808,-118.20631220820498,63.24689495353044,-87.86374550916128,7286.0,56.0,15.0,23.0,23.0,3371.0,1.65,10.68,2371.75,5
674,82.12573388875273,16,17,64,-44.14997006909188,9.836869539892973,69.11788034887269,60.650919370546035,13264.0,41.0,23.0,30.0,23.0,3376.0,1.43,12.46,2381.88,3
675,82.54131830433715,39,11,13,6.396611339257959,61.09690925779435,69.11788034887269,60.650919370546035,6974.0,41.0,23.0,30.0,23.0,3376.0,0.29,21.24,2378.76,3
676,105.40404958677685,79,13,100,16.472168424228983,-124.30960479189434,63.24689495353044,-87.86374550916128,5904.0,56.0,15.0,23.0,23.0,3371.0,2.17,33.01,2379.46,5
677,119.63635514018685,15,13,85,-65.74563310640426,-128.05016968980388,-77.10527729291653,94.68842319072581,3866.0,50.0,22.0,27.0,16.0,3369.0,3.64,9.21,2366.94,4
678,82.65131830433715,66,10,88,79.43971180548357,13.148634556882001,69.11788034887269,60.650919370546035,1747.0,41.0,23.0,30.0,23.0,3376.0,1.97,33.36,2378.88,3
679,83.22274687576572,45,14,98,50.90889556507548,56.08397763600769,69.11788034887269,60.650919370546035,2039.0,41.0,23.0,30.0,23.0,3376.0,2.19,24.9,2375.86,3
680,120.43074766355133,30,15,23,-52.25861146556313,148.5419872166234,-77.10527729291653,94.68842319072581,3517.0,50.0,22.0,27.0,16.0,3369.0,0.99,15.45,2368.29,4
681,120.64570093457937,65,19,75,-84.3238995792865,104.52560703833001,-77.10527729291653,94.68842319072581,818.0,50.0,22.0,27.0,16.0,3369.0,3.21,29.83,2372.01,4
682,83.85911051212936,40,13,38,7.514226052916314,67.09060438594659,69.11788034887269,60.650919370546035,6866.0,41.0,23.0,30.0,23.0,3376.0,0.85,22.3,2379.24,3
683,106.23049586776858,36,20,100,59.15962393826939,-44.596197192693495,63.24689495353044,-87.86374550916128,2314.0,56.0,15.0,23.0,23.0,3371.0,2.17,18.28,2369.98,5
684,84.1058637588826,90,20,19,88.0016027757029,114.92905271125136,69.11788034887269,60.650919370546035,2199.0,41.0,23.0,30.0,23.0,3376.0,0.43,47.4,2384.49,3
685,121.34663551401862,72,15,43,-54.28143495397889,-15.29181586495676,-77.10527729291653,94.68842319072581,4634.0,50.0,22.0,27.0,16.0,3369.0,1.84,31.41,2376.05,4
686,84.22924038225923,31,10,81,73.57554980072777,71.84707199025868,69.11788034887269,60.650919370546035,633.0,41.0,23.0,30.0,23.0,3376.0,1.81,17.26,2371.28,3
687,107.05694214876031,60,15,51,21.95662218596125,-68.50836707015316,63.24689495353044,-87.86374550916128,4814.0,56.0,15.0,23.0,23.0,3371.0,1.11,26.25,2375.35,5
688,121.74850467289713,69,19,36,-33.393314894612324,102.53736587694044,-77.10527729291653,94.68842319072581,4876.0,50.0,22.0,27.0,16.0,3369.0,1.54,31.35,2376.18,4
689,122.08495327102797,80,10,58,-75.62553530262696,-118.8397171881466,-77.10527729291653,94.68842319072581,2901.0,50.0,22.0,27.0,16.0,3369.0,2.49,33.1,2375.19,4
690,84.75521440823326,46,17,27,58.04581686756575,132.5188675558431,69.11788034887269,60.650919370546035,3517.0,41.0,23.0,30.0,23.0,3376.0,0.6,26.26,2377.4,3
691,107.4784297520661,81,14,73,85.39121951291838,11.43725874186984,63.24689495353044,-87.86374550916128,3096.0,56.0,15.0,23.0,23.0,3371.0,1.59,34.0,2376.87,5
692,122.62700934579432,72,12,18,-80.1748329188404,-56.69938205659986,-77.10527729291653,94.68842319072581,2448.0,50.0,22.0,27.0,16.0,3369.0,0.77,30.6,2373.22,4
693,122.79523364485974,45,15,24,-19.915312950588273,72.13127040587528,-77.10527729291653,94.68842319072581,6480.0,50.0,22.0,27.0,16.0,3369.0,1.03,21.15,2373.55,4
694,123.0195327102803,23,10,50,-34.65914093754887,-30.47481832917242,-77.10527729291653,94.68842319072581,7043.0,50.0,22.0,27.0,16.0,3369.0,2.14,11.44,2370.56,4
695,84.93053908355793,21,20,31,19.204118640897136,123.54803462409683,69.11788034887269,60.650919370546035,6957.0,41.0,23.0,30.0,23.0,3376.0,0.69,15.66,2376.63,3
696,123.48682242990647,80,13,92,-26.965164400947387,-18.247705589121296,-77.10527729291653,94.68842319072581,7630.0,50.0,22.0,27.0,16.0,3369.0,3.94,33.91,2380.68,4
697,85.13183778485663,24,19,71,-15.057438087132837,-48.78132431771263,69.11788034887269,60.650919370546035,12334.0,41.0,23.0,30.0,23.0,3376.0,1.59,16.74,2382.71,3
698,124.34663551401862,94,11,84,-55.85415409534397,-151.7347898764894,-77.10527729291653,94.68842319072581,4540.0,50.0,22.0,27.0,16.0,3369.0,3.6,38.69,2379.4,4
699,85.5928767458956,79,14,81,-5.714308773763506,87.71704460440583,69.11788034887269,60.650919370546035,8576.0,41.0,23.0,30.0,23.0,3376.0,1.81,40.54,2388.54,3
700,108.08173553719007,53,20,96,39.30857412545629,-129.44926791820583,63.24689495353044,-87.86374550916128,3812.0,56.0,15.0,23.0,23.0,3371.0,2.09,24.74,2374.04,5
701,125.13168224299058,35,13,12,-86.58826755082825,-93.39717606061228,-77.10527729291653,94.68842319072581,1810.0,50.0,22.0,27.0,16.0,3369.0,0.51,16.81,2366.99,4
702,108.87512396694214,55,12,87,27.210007287136136,-138.96458466367176,63.24689495353044,-87.86374550916128,5417.0,56.0,15.0,23.0,23.0,3371.0,1.89,23.66,2375.15,5
703,125.24383177570085,77,11,28,-69.6485836747929,-153.83946937976341,-77.10527729291653,94.68842319072581,3078.0,50.0,22.0,27.0,16.0,3369.0,1.2,32.23,2374.63,4
704,86.11885077186962,22,14,28,50.24613540222464,110.87903083328854,69.11788034887269,60.650919370546035,3360.0,41.0,23.0,30.0,23.0,3376.0,0.63,14.32,2372.48,3
705,109.59413223140496,39,17,19,-8.814138504658246,-128.1279792271466,63.24689495353044,-87.86374550916128,8707.0,56.0,15.0,23.0,23.0,3371.0,0.41,18.73,2376.02,5
706,86.3006689536878,50,18,60,-37.960104075884196,-3.7725607164669555,69.11788034887269,60.650919370546035,13005.0,41.0,23.0,30.0,23.0,3376.0,1.34,28.4,2387.97,3
707,125.50551401869151,70,16,19,-46.52217951720322,170.04400933033185,-77.10527729291653,94.68842319072581,4641.0,50.0,22.0,27.0,16.0,3369.0,0.81,30.92,2375.55,4
708,86.6902793432982,53,17,83,70.67874662129799,137.8286960686185,69.11788034887269,60.650919370546035,2756.0,41.0,23.0,30.0,23.0,3376.0,1.86,29.48,2378.31,3
709,109.75115702479339,83,16,70,74.25945734771292,-148.013155033608,63.24689495353044,-87.86374550916128,2561.0,56.0,15.0,23.0,23.0,3371.0,1.52,35.22,2376.81,5
710,125.68308411214946,75,18,30,-38.777374391951284,-95.23624890063424,-77.10527729291653,94.68842319072581,7111.0,50.0,22.0,27.0,16.0,3369.0,1.29,33.36,2379.14,4
711,87.22924038225923,61,19,60,5.639885382048192,28.511458307352427,69.11788034887269,60.650919370546035,7440.0,41.0,23.0,30.0,23.0,3376.0,1.34,33.76,2384.55,3
712,125.96345794392516,79,18,47,-1.65563209411512,122.90819515950187,-77.10527729291653,94.68842319072581,8563.0,50.0,22.0,27.0,16.0,3369.0,2.01,34.88,2381.42,4
713,110.3296694214876,72,18,31,67.17923441366204,50.869858713478635,63.24689495353044,-87.86374550916128,5140.0,56.0,15.0,23.0,23.0,3371.0,0.67,31.5,2377.64,5
714,126.40271028037377,95,18,98,-77.10525118556654,-77.34320323483925,-77.10527729291653,94.68842319072581,2860.0,50.0,22.0,27.0,16.0,3369.0,4.2,40.96,2378.8,4
715,127.31859813084105,72,11,32,-32.222439723532666,146.22991083990775,-77.10527729291653,94.68842319072581,5606.0,50.0,22.0,27.0,16.0,3369.0,1.37,30.33,2376.45,4
716,110.58586776859504,75,15,78,-49.39007820310607,-48.786666065216934,63.24689495353044,-87.86374550916128,12984.0,56.0,15.0,23.0,23.0,3371.0,1.7,31.95,2385.97,5
717,127.6176635514018,73,14,99,-88.18678116219519,-156.57894076763583,-77.10527729291653,94.68842319072581,1510.0,50.0,22.0,27.0,16.0,3369.0,4.24,31.52,2373.69,4
718,87.61885077186963,58,13,27,76.80755862269314,-24.59283947120582,69.11788034887269,60.650919370546035,2623.0,41.0,23.0,30.0,23.0,3376.0,0.6,30.58,2378.24,3
719,111.2304958677686,82,11,77,-70.96400270048,-75.0125034425043,63.24689495353044,-87.86374550916128,14956.0,56.0,15.0,23.0,23.0,3371.0,1.67,33.69,2388.63,5
720,128.5428971962616,89,10,21,-76.79744425850251,-5.277394426289305,-77.10527729291653,94.68842319072581,2214.0,50.0,22.0,27.0,16.0,3369.0,0.9,36.52,2375.39,4
721,87.7941754471943,50,16,51,3.505133694370599,-0.109373414036952,69.11788034887269,60.650919370546035,8523.0,41.0,23.0,30.0,23.0,3376.0,1.14,27.8,2383.19,3
722,88.12534427836313,64,10,46,-41.51091960306638,101.50257115343345,69.11788034887269,60.650919370546035,12750.0,41.0,23.0,30.0,23.0,3376.0,1.03,32.44,2389.24,3
723,111.86685950413224,37,10,51,76.52566229631549,1.044744864933108,63.24689495353044,-87.86374550916128,3280.0,56.0,15.0,23.0,23.0,3371.0,1.11,16.36,2369.86,5
724,88.42404557706443,23,13,87,79.88882203797561,47.4453624147105,69.11788034887269,60.650919370546035,1252.0,41.0,23.0,30.0,23.0,3376.0,1.95,14.48,2370.83,3
725,128.73915887850458,15,20,33,-89.59877531127657,145.9746306493796,-77.10527729291653,94.68842319072581,1406.0,50.0,22.0,27.0,16.0,3369.0,1.41,11.1,2364.57,4
726,112.28834710743803,66,19,87,3.6768884704522122,-148.75511130617042,63.24689495353044,-87.86374550916128,8227.0,56.0,15.0,23.0,23.0,3371.0,1.89,29.45,2380.27,5
727,129.04757009345786,15,14,48,-39.81128929701856,-140.14010424268523,-77.10527729291653,94.68842319072581,6483.0,50.0,22.0,27.0,16.0,3369.0,2.06,9.48,2369.19,4
728,129.496168224299,68,17,48,-58.990219281048624,-177.19137927704446,-77.10527729291653,94.68842319072581,3662.0,50.0,22.0,27.0,16.0,3369.0,2.06,30.43,2374.75,4
729,113.00735537190084,85,17,40,-9.537015627642788,-118.31221556310315,63.24689495353044,-87.86374550916128,8497.0,56.0,15.0,23.0,23.0,3371.0,0.87,36.21,2382.94,5
730,88.9889806419995,78,10,49,73.79224157241603,-1.105715328656629,69.11788034887269,60.650919370546035,2137.0,41.0,23.0,30.0,23.0,3376.0,1.1,38.88,2381.22,3
731,89.30716246018132,15,13,74,62.98115951495137,120.48436131287207,69.11788034887269,60.650919370546035,2666.0,41.0,23.0,30.0,23.0,3376.0,1.66,10.8,2370.68,3
732,113.33793388429754,93,10,28,-12.478319195873198,-164.48839581672712,63.24689495353044,-87.86374550916128,10589.0,56.0,15.0,23.0,23.0,3371.0,0.61,37.64,2385.53,5
733,113.56933884297523,10,13,71,14.634043855536191,-23.723639181400358,63.24689495353044,-87.86374550916128,7277.0,56.0,15.0,23.0,23.0,3371.0,1.54,6.79,2370.16,5
734,89.78768194070079,99,10,63,84.06673520886977,-102.09718509347978,69.11788034887269,60.650919370546035,2958.0,41.0,23.0,30.0,23.0,3376.0,1.41,48.54,2386.0,3
735,114.15611570247935,55,15,36,27.307736912858388,-117.54080776460968,63.24689495353044,-87.86374550916128,4535.0,56.0,15.0,23.0,23.0,3371.0,0.78,24.35,2374.21,5
736,129.94476635514013,13,20,76,-89.62367056806488,135.84115479214205,-77.10527729291653,94.68842319072581,1402.0,50.0,22.0,27.0,16.0,3369.0,3.26,10.34,2364.82,4
737,114.45363636363638,18,20,29,35.0275632230197,-69.0169324485356,63.24689495353044,-87.86374550916128,3394.0,56.0,15.0,23.0,23.0,3371.0,0.63,11.44,2367.86,5
738,90.1967728497917,23,20,23,-0.19741378154317601,-28.17602974819681,69.11788034887269,60.650919370546035,9981.0,41.0,23.0,30.0,23.0,3376.0,0.51,16.58,2379.97,3
739,114.69330578512398,26,20,67,-16.075949738346438,-53.91044238228454,63.24689495353044,-87.86374550916128,9295.0,56.0,15.0,23.0,23.0,3371.0,1.46,14.48,2375.23,5
740,130.6550467289719,50,18,64,-69.95405137334683,15.241966152893525,-77.10527729291653,94.68842319072581,2402.0,50.0,22.0,27.0,16.0,3369.0,2.74,23.86,2371.07,4
741,131.2531775700934,20,20,27,-58.14467689154833,-24.353004495327326,-77.10527729291653,94.68842319072581,4400.0,50.0,22.0,27.0,16.0,3369.0,1.16,13.0,2368.25,4
742,90.34612349914235,13,18,94,11.35194907339799,-80.26795132875748,69.11788034887269,60.650919370546035,10564.0,41.0,23.0,30.0,23.0,3376.0,2.1,11.38,2378.95,3
743,115.24702479338845,74,20,35,50.05136983150561,-37.45509450263046,63.24689495353044,-87.86374550916128,3300.0,56.0,15.0,23.0,23.0,3371.0,0.76,32.72,2376.32,5
744,90.95651310953195,16,12,50,40.2108846684624,156.04759577561555,69.11788034887269,60.650919370546035,6084.0,41.0,23.0,30.0,23.0,3376.0,1.12,10.96,2374.0,3
745,115.53628099173555,45,12,65,63.65678581798977,148.28314747880552,63.24689495353044,-87.86374550916128,5165.0,56.0,15.0,23.0,23.0,3371.0,1.41,19.86,2373.23,5
746,131.50551401869154,56,12,47,-2.922360281041122,-139.23342182471643,-77.10527729291653,94.68842319072581,10527.0,50.0,22.0,27.0,16.0,3369.0,2.01,24.52,2379.24,4
747,91.28118843420728,47,15,23,84.11600208677535,-23.095094871938727,69.11788034887269,60.650919370546035,2338.0,41.0,23.0,30.0,23.0,3376.0,0.51,26.12,2376.14,3
748,116.07347107438018,88,14,38,38.863641412502346,-98.05188760970044,63.24689495353044,-87.86374550916128,2795.0,56.0,15.0,23.0,23.0,3371.0,0.83,36.66,2377.41,5
749,131.94476635514013,66,13,19,-11.028460171913096,-99.14751944075442,-77.10527729291653,94.68842319072581,10174.0,50.0,22.0,27.0,16.0,3369.0,0.81,28.59,2380.15,4
750,91.43053908355793,43,10,25,14.607833187086598,105.42829786569888,69.11788034887269,60.650919370546035,6814.0,41.0,23.0,30.0,23.0,3376.0,0.56,22.78,2379.29,3
751,91.5928767458956,29,14,16,82.5382612592251,-161.7701980074833,69.11788034887269,60.650919370546035,2985.0,41.0,23.0,30.0,23.0,3376.0,0.36,17.54,2373.31,3
752,132.12233644859808,54,19,67,-43.4631289537719,-178.9504464697907,-77.10527729291653,94.68842319072581,5236.0,50.0,22.0,27.0,16.0,3369.0,2.87,25.65,2374.66,4
753,116.38752066115704,48,20,45,-16.49823706534336,-54.9527753134425,63.24689495353044,-87.86374550916128,9313.0,56.0,15.0,23.0,23.0,3371.0,0.98,22.84,2378.44,5
754,91.7028767458956,23,15,34,42.20733133105503,78.02640327724026,69.11788034887269,60.650919370546035,3157.0,41.0,23.0,30.0,23.0,3376.0,0.76,15.08,2372.62,3
755,91.92365596667481,24,20,41,70.55326239584159,-162.24573360086364,69.11788034887269,60.650919370546035,4162.0,41.0,23.0,30.0,23.0,3376.0,0.92,17.04,2374.45,3
756,92.18988973290858,51,19,37,29.72397360520317,114.07146093041956,69.11788034887269,60.650919370546035,5518.0,41.0,23.0,30.0,23.0,3376.0,0.83,29.16,2380.63,3
757,92.43014947316833,16,17,49,34.10531421980518,36.31399792245992,69.11788034887269,60.650919370546035,4175.0,41.0,23.0,30.0,23.0,3376.0,1.1,12.46,2372.69,3
758,132.74850467289716,33,11,35,-17.879084737901053,119.79094901992937,-77.10527729291653,94.68842319072581,6733.0,50.0,22.0,27.0,16.0,3369.0,1.5,15.51,2371.69,4
759,133.07560747663547,59,15,92,-49.541090745635756,-79.37780497892435,-77.10527729291653,94.68842319072581,5926.0,50.0,22.0,27.0,16.0,3369.0,3.94,26.47,2376.0,4
760,116.75942148760332,11,18,37,80.701054941428,12.894493084243976,63.24689495353044,-87.86374550916128,3315.0,56.0,15.0,23.0,23.0,3371.0,0.8,8.32,2366.58,5
761,117.06520661157026,89,17,54,-12.596044496137722,-121.6987254441724,63.24689495353044,-87.86374550916128,8918.0,56.0,15.0,23.0,23.0,3371.0,1.17,37.73,2384.06,5
762,117.5114876033058,14,14,19,-7.219099524448495,-130.25539639604574,63.24689495353044,-87.86374550916128,8609.0,56.0,15.0,23.0,23.0,3371.0,0.41,8.54,2371.85,5
763,117.66851239669423,40,20,66,35.20949453831794,-172.14552557437375,63.24689495353044,-87.86374550916128,6285.0,56.0,15.0,23.0,23.0,3371.0,1.43,19.8,2374.33,5
764,92.74833129135014,85,18,81,61.34671040542841,-1.5262016174531254,69.11788034887269,60.650919370546035,2878.0,41.0,23.0,30.0,23.0,3376.0,1.81,44.5,2384.42,3
765,133.93542056074762,95,14,68,-63.27846421065927,-139.74791047691227,-77.10527729291653,94.68842319072581,3967.0,50.0,22.0,27.0,16.0,3369.0,2.91,39.88,2379.09,4
766,134.5709345794392,11,14,86,-23.00816837129713,60.00429898333371,-77.10527729291653,94.68842319072581,6297.0,50.0,22.0,27.0,16.0,3369.0,3.69,7.96,2368.89,4
767,93.27430531732416,76,13,89,66.22646707423553,124.68759572915417,69.11788034887269,60.650919370546035,2598.0,41.0,23.0,30.0,23.0,3376.0,1.99,38.86,2381.94,3
768,135.37467289719623,33,10,40,-31.93010152740785,24.766449624244842,-77.10527729291653,94.68842319072581,6061.0,50.0,22.0,27.0,16.0,3369.0,1.71,15.24,2370.97,4
769,118.21396694214877,32,11,76,-26.935813598685222,-92.63709831214608,63.24689495353044,-87.86374550916128,10036.0,56.0,15.0,23.0,23.0,3371.0,1.65,14.69,2376.11,5
770,135.74850467289716,10,14,93,-63.759324050751964,-172.05050025922327,-77.10527729291653,94.68842319072581,3301.0,50.0,22.0,27.0,16.0,3369.0,3.99,7.58,2365.83,4
771,136.61766355140182,50,17,78,-50.396620684859585,163.06720452180815,-77.10527729291653,94.68842319072581,4062.0,50.0,22.0,27.0,16.0,3369.0,3.34,23.59,2372.8,4
772,118.8420661157025,51,18,59,-3.6800705932752322,149.73002679346916,63.24689495353044,-87.86374550916128,11935.0,56.0,15.0,23.0,23.0,3371.0,1.28,23.52,2381.43,5
773,93.85222739524625,35,19,89,-58.76683637860651,54.78572666489271,69.11788034887269,60.650919370546035,14227.0,41.0,23.0,30.0,23.0,3376.0,1.99,21.8,2386.74,3
774,137.34663551401863,19,19,62,-63.19857331797809,160.57347846553716,-77.10527729291653,94.68842319072581,2705.0,50.0,22.0,27.0,16.0,3369.0,2.66,12.35,2366.74,4
775,119.32966942148762,54,20,34,3.4675944956597675,-94.12323870322501,63.24689495353044,-87.86374550916128,6666.0,56.0,15.0,23.0,23.0,3371.0,0.74,25.12,2376.64,5
776,94.43014947316833,38,19,73,-5.882307667613986,31.189217802723192,69.11788034887269,60.650919370546035,8640.0,41.0,23.0,30.0,23.0,3376.0,1.63,23.18,2381.6,3
777,137.92607476635507,30,15,78,-68.71763631699346,27.371431778748445,-77.10527729291653,94.68842319072581,2226.0,50.0,22.0,27.0,16.0,3369.0,3.34,15.45,2367.71,4
778,119.61066115702481,93,13,90,2.1525786754050245,-75.32182562044945,63.24689495353044,-87.86374550916128,6871.0,56.0,15.0,23.0,23.0,3371.0,1.96,38.33,2382.49,5
779,120.35446280991737,62,10,77,-27.380357958536045,-23.911551721297172,63.24689495353044,-87.86374550916128,11519.0,56.0,15.0,23.0,23.0,3371.0,1.67,25.86,2382.06,5
780,138.65504672897188,48,13,22,-83.69860804563135,121.21740111516544,-77.10527729291653,94.68842319072581,864.0,50.0,22.0,27.0,16.0,3369.0,0.94,21.75,2368.15,4
781,94.9041754471943,85,20,66,67.96658350238954,56.713482589785,69.11788034887269,60.650919370546035,204.0,41.0,23.0,30.0,23.0,3376.0,1.48,45.1,2381.89,3
782,95.33274687576574,82,20,26,68.65574544285752,58.76417809217014,69.11788034887269,60.650919370546035,91.0,41.0,23.0,30.0,23.0,3376.0,0.58,43.72,2380.95,3
783,138.8606542056074,41,18,91,-58.54119515030881,-174.9979010627371,-77.10527729291653,94.68842319072581,3759.0,50.0,22.0,27.0,16.0,3369.0,3.9,20.44,2371.41,4
784,120.990826446281,66,11,70,56.1317084970899,-98.03715519928747,63.24689495353044,-87.86374550916128,973.0,56.0,15.0,23.0,23.0,3371.0,1.52,27.61,2372.17,5
785,95.50157804459691,75,15,74,39.400353553104225,-29.848843840548227,69.11788034887269,60.650919370546035,5982.0,41.0,23.0,30.0,23.0,3376.0,1.66,39.0,2385.28,3
786,139.71112149532703,66,19,27,-89.7552063167511,-1.6725530163195685,-77.10527729291653,94.68842319072581,1437.0,50.0,22.0,27.0,16.0,3369.0,1.16,30.21,2372.17,4
787,121.56933884297521,72,13,57,88.92111772547992,-0.9818096723597591,63.24689495353044,-87.86374550916128,2970.0,56.0,15.0,23.0,23.0,3371.0,1.24,30.35,2375.18,5
788,95.98209752511639,27,15,25,89.42239242859213,-84.25214927071615,69.11788034887269,60.650919370546035,2374.0,41.0,23.0,30.0,23.0,3376.0,0.56,16.92,2372.51,3
789,122.0404132231405,42,18,41,-15.994854033962355,-70.01816548128134,63.24689495353044,-87.86374550916128,8946.0,56.0,15.0,23.0,23.0,3371.0,0.89,20.1,2376.95,5
790,96.14443518745405,25,14,21,-8.346979267694977,-36.63803817855009,69.11788034887269,60.650919370546035,11163.0,41.0,23.0,30.0,23.0,3376.0,0.47,15.7,2380.78,3
791,139.96345794392516,31,14,16,-62.58137186190116,-149.55841514184772,-77.10527729291653,94.68842319072581,3875.0,50.0,22.0,27.0,16.0,3369.0,0.69,15.56,2368.61,4
792,96.28079882381769,76,10,54,-26.272811182683917,122.02768111437717,69.11788034887269,60.650919370546035,11686.0,41.0,23.0,30.0,23.0,3376.0,1.21,37.96,2390.43,3
793,140.11299065420553,57,18,31,-86.12875342552776,-114.79837941123778,-77.10527729291653,94.68842319072581,1820.0,50.0,22.0,27.0,16.0,3369.0,1.33,26.52,2371.13,4
794,96.63144817446704,87,11,31,25.325788684758663,96.63395069893784,69.11788034887269,60.650919370546035,5411.0,41.0,23.0,30.0,23.0,3376.0,0.69,43.32,2386.15,3
795,96.83274687576574,32,12,37,-18.077936571831415,102.83398860308364,69.11788034887269,60.650919370546035,10255.0,41.0,23.0,30.0,23.0,3376.0,0.83,18.32,2381.03,3
796,140.40271028037375,80,12,48,-77.26935265853002,118.0440711359339,-77.10527729291653,94.68842319072581,572.0,50.0,22.0,27.0,16.0,3369.0,2.06,33.64,2372.95,4
797,122.37925619834712,67,10,61,14.55917737002936,-109.70864851904727,63.24689495353044,-87.86374550916128,5674.0,56.0,15.0,23.0,23.0,3371.0,1.33,27.76,2376.88,5
798,97.07300661602548,14,19,51,56.93071503532809,96.57107345565083,69.11788034887269,60.650919370546035,2209.0,41.0,23.0,30.0,23.0,3376.0,1.14,12.14,2370.61,3
799,140.8513084112149,19,18,74,-72.2175862941761,-47.532790877784635,-77.10527729291653,94.68842319072581,3228.0,50.0,22.0,27.0,16.0,3369.0,3.17,12.08,2367.31,4
800,122.88338842975207,45,10,69,6.259739908659384,24.14400432933428,63.24689495353044,-87.86374550916128,10455.0,56.0,15.0,23.0,23.0,3371.0,1.5,19.4,2378.37,5
